,config1,config2,similarity
3216,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00375.POSCAR_all_sites/CONTCAR,-0.05429992452263832
2817,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00610.POSCAR_all_sites/CONTCAR,-0.05428265035152435
3452,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00372.POSCAR_all_sites/CONTCAR,-0.054277073591947556
3185,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00380.POSCAR_all_sites/CONTCAR,-0.05426735058426857
1116,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,-0.054258931428194046
2028,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00308.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,-0.054254963994026184
1370,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00083.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.054254934191703796
1587,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00413.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.05422981083393097
1924,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00112.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.05422740802168846
1546,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00413.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,-0.05422551929950714
2076,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00506.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,-0.05422551929950714
1360,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00083.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.05422130227088928
1897,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00112.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.05421936511993408
1119,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,-0.05421936511993408
1342,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00083.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,-0.05421936511993408
2201,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00206.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.05421936511993408
1406,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00522.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,-0.05421936511993408
2030,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00308.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,-0.05421936511993408
2813,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00612.POSCAR_all_sites/CONTCAR,-0.05421518161892891
1766,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00109.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.05421308055520058
1793,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00109.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.05419282615184784
1570,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00413.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,-0.054179877042770386
2100,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00506.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,-0.054179877042770386
3014,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00466.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.05408836528658867
309,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00398.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,-0.05408403277397156
1582,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00413.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.054061487317085266
643,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00249.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,-0.05404767766594887
1588,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00413.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.05403260514140129
1549,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00413.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,-0.05401987209916115
1896,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00112.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00500.POSCAR_all_sites/CONTCAR,-0.05400637164711952
2033,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00308.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.05400043725967407
1102,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,-0.05399828776717186
2007,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00308.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.05399291589856148
1399,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00522.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,-0.05398580804467201
1765,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00109.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00500.POSCAR_all_sites/CONTCAR,-0.05397971346974373
2987,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00466.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.05397289991378784
335,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00398.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.0538940392434597
345,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00398.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.05387761816382408
1970,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.05384272336959839
1060,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.05383744463324547
1944,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.05381419137120247
1034,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.05380697175860405
679,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00249.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.053795889019966125
669,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00249.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.05379472300410271
2555,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.05379356071352959
2529,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.05377722904086113
2761,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.053748611360788345
2735,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.05373823270201683
1369,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00083.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.0535791777074337
1992,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00308.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00135.POSCAR_all_sites/CONTCAR,-0.0535767637193203
2671,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.05357171595096588
2507,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00226.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00034.POSCAR_all_sites/CONTCAR,-0.05356329306960106
2677,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.053559809923172
1375,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00083.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.053554732352495193
3959,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.053553417325019836
2805,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,-0.0535426139831543
3643,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,-0.05351662263274193
2807,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,-0.053491994738578796
3016,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,-0.053491029888391495
3125,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.053474485874176025
3151,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00351.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.05345509573817253
2847,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00242.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00456.POSCAR_all_sites/CONTCAR,-0.053446415811777115
3121,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00300.POSCAR_all_sites/CONTCAR,-0.053443729877471924
863,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00349.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00206.POSCAR_all_sites/CONTCAR,-0.05341387912631035
3271,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00232.POSCAR_all_sites/CONTCAR,-0.0533367395401001
3379,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00232.POSCAR_all_sites/CONTCAR,-0.05332602560520172
2782,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00625.POSCAR_all_sites/CONTCAR,-0.05330254137516022
3269,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00235.POSCAR_all_sites/CONTCAR,-0.053268566727638245
3377,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00235.POSCAR_all_sites/CONTCAR,-0.05325785651803017
1657,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.05302480235695839
2974,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00466.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,-0.05298382416367531
263,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.052977051585912704
1651,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.0529739111661911
1725,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.05297226086258888
722,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,-0.05296339467167854
1719,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.05292806029319763
3754,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00300.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,-0.05292769894003868
1477,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,-0.05291418358683586
2132,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,-0.05291246250271797
1000,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.05289890244603157
236,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.05288472771644592
518,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.052883073687553406
994,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.05285106971859932
3771,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00300.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.052776068449020386
3466,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,-0.05276893451809883
491,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.052767615765333176
3079,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00300.POSCAR_all_sites/CONTCAR,-0.052763983607292175
3704,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00552.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.05264511704444885
3628,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00552.POSCAR_all_sites/CONTCAR,-0.05259496346116066
1998,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00308.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00596.POSCAR_all_sites/CONTCAR,-0.05258728563785553
1727,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00109.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00556.POSCAR_all_sites/CONTCAR,-0.05254938825964928
1794,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00556.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00112.POSCAR_all_sites/CONTCAR,-0.05254638195037842
3025,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.052497025579214096
3458,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.05247657001018524
2628,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,-0.05241743102669716
1026,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,-0.05241280794143677
2815,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,-0.052407991141080856
2791,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,-0.052222687751054764
2054,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00506.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00135.POSCAR_all_sites/CONTCAR,-0.05212343856692314
3112,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00371.POSCAR_all_sites/CONTCAR,-0.05212199687957764
1609,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,-0.05210018530488014
1677,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,-0.05206553265452385
3119,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00372.POSCAR_all_sites/CONTCAR,-0.05202903226017952
2242,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00135.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00457.POSCAR_all_sites/CONTCAR,-0.05199510231614113
952,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,-0.05193411186337471
223,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,-0.05190037563443184
478,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,-0.05186402425169945
3606,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00500.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00587.POSCAR_all_sites/CONTCAR,-0.05185306444764137
3623,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00500.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00160.POSCAR_all_sites/CONTCAR,-0.0518508218228817
2364,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00182.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.05182887986302376
1624,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,-0.05182533338665962
2390,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00182.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.05182333663105965
1692,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,-0.051776934415102005
1652,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.051755357533693314
1642,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.051744163036346436
1806,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00556.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00596.POSCAR_all_sites/CONTCAR,-0.05170963332056999
1720,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.05170859396457672
249,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.05170338228344917
967,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,-0.05170119181275368
1710,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.05169440433382988
985,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.05169157311320305
259,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.05168313905596733
995,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.051669955253601074
